Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,26583,00-0026583,NFL,HAL275437,https://static.www.nfl.com/image/private/{formatInstructions}/league/uphzvmhkcxekedsyz11s,De'von Hall,De'von Hall,DB,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Utah State,-,-,,,,,-,-,-,-,,,75,215,-,,-,-,-,-,-,4,
1,23074,00-0023074,NFL,GAD679834,https://static.www.nfl.com/image/private/{formatInstructions}/league/jkb0g7uoehzec5xv7pvd,Samkon Gado,Samkon Gado,RB,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Liberty,-,-,,,,,-,-,-,-,,,70,227,-,,-,-,-,-,-,41,
1,24427,00-0024427,NFL,WYC153741,https://static.www.nfl.com/image/private/{formatInstructions}/league/thk1pk5dxypjoo2jmktr,James Wyche,James Wyche,DE,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Syracuse,-,-,,,,,4.63,1.61,7.75,33.0,116,27,77,279,9.875,,34.000,65.0,67.7,68.6,79.6,3,
1,24456,00-0024456,NFL,SET491598,https://static.www.nfl.com/image/private/{formatInstructions}/league/nhxqcxofwpimy1lpznqd,Mark Setterstrom,Mark Setterstrom,G,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Minnesota,-,-,,,,,5.38,1.81,7.63,26.5,100,19,76,318,10.125,,32.625,63.9,72.5,56.5,77.7,19,
1,25597,00-0025597,NFL,KEN737281,https://static.www.nfl.com/image/private/{formatInstructions}/league/jqmvkzmiqbkumr2jalxp,Jordan Kent,Jordan Kent,WR,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Oregon,-,-,,,,,4.49,-,-,-,,,76,219,9.750,,35.625,69.2,81.0,52.2,91.4,14,
1,26126,00-0026126,NFL,ROA213308,https://static.www.nfl.com/image/private/{formatInstructions}/league/xekoabxluicoa0ifprvm,David Roach,David Roach,FS,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,TCU,-,-,,,,,4.53,1.55,6.88,38.0,123,16,74,216,9.250,,32.750,63.4,81.8,52.2,78.7,15,
1,26394,00-0026394,NFL,YOU186690,https://static.www.nfl.com/image/private/{formatInstructions}/league/s8ofydbdwpbv6esprg7c,Eric Young,Eric Young,T,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Tennessee,-,-,,,,,-,-,-,-,,,75,304,9.000,,33.125,66.3,78.7,53.9,63.3,0,
1,26499,00-0026499,NFL,MCK390276,https://static.www.nfl.com/image/private/{formatInstructions}/league/cozgmgsw6mwonpw7d0xb,Scott McKillop,Scott McKillop,LB,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Pittsburgh,-,-,,,,,4.70,1.66,7.00,35.5,119,27,73,244,9.625,,31.875,74.3,67.9,80.2,74.1,16,
1,26538,00-0026538,NFL,WAL117543,https://static.www.nfl.com/image/private/{formatInstructions}/league/yljemg2huxpkiuru75nc,Derek Walker,Derek Walker,DE,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Illinois,-,-,,,,,5.12,1.76,7.31,37.5,115,24,76,271,10.000,,34.250,56.0,60.8,54.6,77.8,0,
1,26567,00-0026567,NFL,REI568278,https://static.www.nfl.com/image/private/{formatInstructions}/league/trns98ax2xir3nm69abd,Mike Reilly,Mike Reilly,QB,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Central Washington University,-,-,,,,,4.92,1.71,6.76,30.5,109,,75,212,10.000,,33.250,63.2,68.8,50.0,75.1,0,
1,26599,00-0026599,NFL,PAR496984,https://static.www.nfl.com/image/private/{formatInstructions}/league/bfnlwuooqo2rmq9nhzkb,Cord Parks,Cord Parks,DB,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,"Northeastern University, Mass",-,-,,,,,-,-,-,-,,,70,178,-,,-,-,-,-,-,2,
1,26603,00-0026603,NFL,TRA458547,https://static.www.nfl.com/image/private/{formatInstructions}/league/whzumsyw0dun6l0e8j7q,Phil Trautwein,Phil Trautwein,T,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Florida,-,-,,,,,-,-,-,-,,,78,310,-,,-,-,-,-,-,4,
1,26654,00-0026654,NFL,MCK153708,https://static.www.nfl.com/image/private/{formatInstructions}/league/b8ntlxgfwtsmuzifhqqg,Ryan McKee,Ryan McKee,T,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Southern Mississippi,-,-,,,,,-,-,-,-,,,78,291,10.250,,33.500,63.1,76.4,53.9,75.4,0,
1,27048,00-0027048,NFL,COF308205,https://static.www.nfl.com/image/private/{formatInstructions}/league/berychx1m7cowcm4nxwz,Glen Coffee,Glen Coffee,RB,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Alabama,-,-,,,,,4.50,1.62,7.35,36.0,121,24,72,209,9.500,,31.750,68.5,62.4,64.2,76.6,14,
1,27118,00-0027118,NFL,DAV574009,https://static.www.nfl.com/image/private/{formatInstructions}/league/g3fquwemxzjqrzngmvqf,Nate Davis,Nate Davis,QB,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Ball State,-,-,,,,,5.01,1.83,-,26.5,99,,73,226,9.500,,32.000,64.7,54.2,68.6,71.4,0,
1,22841,00-0022841,NFL,GRO743060,https://static.www.nfl.com/image/private/{formatInstructions}/league/ibg9kltv0ognfpvz2axc,Jake Grove,Jake Grove,C,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Virginia Tech,-,-,,,,,5.16,1.81,-,-,,31,76,300,9.625,,30.500,76.2,65.4,76.5,64.6,66,
1,26299,00-0026299,NFL,WIL544827,https://static.www.nfl.com/image/private/{formatInstructions}/league/tezaivpv8yu5dnzm6fxw,Trae Williams,Trae Williams,CB,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,University of South Florida,-,-,,,,,4.51,1.54,-,29.5,110,,70,195,9.125,,31.000,65.0,56.5,72.7,66.6,0,
1,26562,00-0026562,NFL,GRI823152,https://static.www.nfl.com/image/private/{formatInstructions}/league/yjdlm7pqe38nxvitzq8e,Tyler Grisham,Tyler Grisham,WR,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Clemson,-,-,,,,,-,-,-,-,,,71,180,-,,-,-,-,-,-,4,
1,26769,00-0026769,NFL,SHE161581,https://static.www.nfl.com/image/private/{formatInstructions}/league/h2fsjdjcds1bigvt2kei,Kory Sheets,Kory Sheets,RB,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Purdue,-,-,,,,,4.47,1.59,7.18,37.0,121,15,71,208,9.500,,31.250,67.5,71.8,65.2,73.6,2,
1,26786,00-0026786,NFL,HAR725324,https://static.www.nfl.com/image/private/{formatInstructions}/league/kztk5jkjuafimljlan3b,Andrew Hartline,Andrew Hartline,G,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Central Michigan,-,-,,,,,-,-,-,-,,,77,300,-,,-,-,-,-,-,0,
1,26925,00-0026925,NFL,BUR413709,https://static.www.nfl.com/image/private/{formatInstructions}/league/ssqlk8pjkwzl7q3ujyjj,Joe Burnett,Joe Burnett,CB,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,UCF,-,-,,,,,4.58,1.60,6.68,35.5,118,22,70,192,9.250,,31.500,64.9,56.6,70.3,68.7,15,
1,26940,00-0026940,NFL,HAR509098,https://static.www.nfl.com/image/private/{formatInstructions}/league/bhdhf231si2hbcvclk63,Ra'Shon Harris,Ra'Shon Harris,DT,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Oregon,-,-,,,,,5.05,1.82,8.18,25.5,106,28,77,300,9.500,,33.750,61.4,59.5,62.4,76.3,2,
1,27142,00-0027142,NFL,FOL627660,https://static.www.nfl.com/image/private/{formatInstructions}/league/mmsdso9guvtju6ffeesb,J.D. Folsom,J.D. Folsom,LB,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Weber State,-,-,,,,,-,-,-,-,,,75,230,-,,-,-,-,-,-,2,
1,21427,00-0021427,NFL,PIT102869,https://static.www.nfl.com/image/private/{formatInstructions}/league/c33cxmkokpjh1uxflea9,Bryan Pittman,Bryan Pittman,LS,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Washington,-,-,,,,,-,-,-,-,,,75,265,-,,-,-,-,-,-,99,
1,22613,00-0022613,NFL,MAR778671,https://static.www.nfl.com/image/private/{formatInstructions}/league/nazmjcnjjtiq1aloogll,Glenn Martinez,Glenn Martinez,WR,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Saginaw Valley State,-,-,,,,,-,-,-,-,,,73,190,-,,-,-,-,-,-,26,
1,23807,00-0023807,NFL,BUS453213,https://static.www.nfl.com/image/private/{formatInstructions}/league/kn9i1xsloptpvtlxrlqx,John Busing,John Busing,FS,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Miami (Ohio),-,-,,,,,-,-,-,-,,,74,218,-,,-,-,-,-,-,43,
1,24648,00-0024648,NFL,ROB398924,https://static.www.nfl.com/image/private/{formatInstructions}/league/i4zlegbzt48lf4z0umky,DelJuan Robinson,DelJuan Robinson,DT,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Mississippi State,-,-,,,,,-,-,-,-,,,75,320,-,,-,-,-,-,-,27,
1,26976,00-0026976,NFL,PAR728456,https://static.www.nfl.com/image/private/{formatInstructions}/league/oo0vjegtpblsxglzypzz,Mark Parson,Mark Parson,DB,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Ohio,-,-,,,,,-,-,-,-,,,70,189,-,,-,-,-,-,-,0,
1,23859,00-0023859,NFL,BAS024428,https://static.www.nfl.com/image/private/{formatInstructions}/league/osljtnrsfhkfcksem8vo,Brett Basanez,Brett Basanez,QB,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Northwestern,-,-,,,,,4.76,1.60,6.75,34.0,114,,73,208,9.000,,30.625,68.9,79.8,63.4,65.3,1,
