Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,36029,00-0036029,NFL,CAR721714,https://static.www.nfl.com/image/private/{formatInstructions}/league/cc5uuhuvtvkmi1q1ii83,Ron'Dell Carter,Ron'Dell Carter,LB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,James Madison,-,-,,,,,-,-,-,-,,,75,269,-,,-,-,-,-,-,4,
1,36030,00-0036030,NFL,HAM248543,https://static.www.nfl.com/image/private/{formatInstructions}/league/reertkarzxaguz8w1mux,Ladarius Hamilton,Ladarius Hamilton,OLB,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,North Texas,-,-,,,,,4.89,1.74,7.66,30.0,114,27,74,260,9.250,78.75,32.125,53.4,52.1,53.5,62.9,9,
1,36032,00-0036032,NFL,MCK347771,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vtkdheedmwcb2sjunayt,Sean McKeon,Sean McKeon,TE,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,DEV,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Michigan,-,-,,,,,-,-,-,-,,18,77,255,9.125,78.75,33.500,62.9,51.0,78.2,72.0,46,
1,36033,00-0036033,NFL,OLO426541,https://static.www.nfl.com/image/private/{formatInstructions}/league/wpvzh1otaplenuoadzdd,Sewo Olonilua,Sewo Olonilua,RB,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,TCU,-,-,,,,,4.66,1.57,-,36.0,123,25,75,240,10.000,78.125,32.125,60.6,74.9,52.2,91.2,2,
1,36034,00-0036034,NFL,PAR132756,https://static.www.nfl.com/image/private/{formatInstructions}/league/lpinw5giijn5y4lailxz,Aaron Parker,Aaron Parker,WR,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Rhode Island,-,-,,,,,4.57,1.54,6.94,26.5,112,12,74,191,9.125,74.25,31.125,61.0,62.2,53.8,75.9,1,
1,36036,00-0036036,NFL,STE068762,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ezmoh6joqsserp3ogcqc,Terence Steele,Terence Steele,OT,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Texas Tech,-,-,,,,,5.03,1.74,-,27.5,106,27,78,310,9.500,85.5,35.125,61.1,65.9,53.9,78.2,96,
1,36084,00-0036084,NFL,HAR273240,https://static.www.nfl.com/image/private/{formatInstructions}/league/igj71ae4qo5jpksrwdwx,Madre Harper,Madre Harper,CB,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Southern Illinois,-,-,,,,,-,-,-,-,,,73,190,-,,-,-,-,-,-,12,
1,36136,00-0036136,NFL,GUI240683,,Stephen Guidry,Stephen Guidry,WR,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Mississippi State,-,-,,,,,4.47,1.56,7.31,34.0,125,,76,200,9.125,78.875,32.750,57.0,68.0,51.2,79.1,0,
1,36137,00-0036137,NFL,KAM303385,https://static.www.nfl.com/image/private/{formatInstructions}/league/u24qqjqcd9zqlvbjhsan,Azur Kamara,Azur Kamara,DE,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Kansas,-,-,,,,,4.59,1.57,7.20,28.0,121,13,76,235,10.000,82.625,35.250,59.5,73.8,53.6,92.0,9,
1,36139,00-0036139,NFL,DOW329751,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cvnrzndsiaojvvxz8vo5,Rico Dowdle,Rico Dowdle,RB,Carolina Panthers,CAR,750,750,750,CAR,Panthers,ACT,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,South Carolina,-,-,,,,,4.54,1.53,-,38.0,127,,72,215,9.500,75.625,31.375,64.6,78.6,52.1,75.6,69,
1,36167,00-0036167,NFL,CRO702408,https://static.www.nfl.com/image/private/{formatInstructions}/league/sfwj4dhe8eihhmjncd7q,Tae Crowder,Tae Crowder,ILB,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Georgia,-,-,,,,,-,-,-,-,,,73,235,-,,-,-,-,-,-,43,
1,36358,00-0036358,NFL,LAM138457,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ijxzvtumjhqu3zva1bwc,CeeDee Lamb,CeeDee Lamb,WR,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Oklahoma,-,-,,,,,4.50,1.46,-,34.5,124,11,74,200,9.250,76.625,32.250,88.3,79.3,87.1,76.7,95,
1,36361,00-0036361,NFL,DIG224895,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ktdcor3rnkwpgehtwldn,Trevon Diggs,Trevon Diggs,CB,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Alabama,-,-,,,,,-,-,-,-,,,73,195,9.375,78.375,32.750,74.8,67.9,75.4,86.5,67,
1,36366,00-0036366,NFL,GAL636611,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qwrxmtnfxfkhenqgsnjp,Neville Gallimore,Neville Gallimore,DT,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Oklahoma,-,-,,30,112,,4.79,1.71,7.97,-,,23,74,307,9.625,77.25,32.750,67.8,65.2,70.4,69.5,83,
1,36372,00-0036372,NFL,ROB736176,https://static.www.nfl.com/image/private/{formatInstructions}/league/mlpa1aiadnpxrrtebmrq,Reggie Robinson,Reggie Robinson,CB,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,Tulsa,-,-,,,,,4.44,1.52,7.09,36.0,132,22,73,197,8.375,75.625,31.500,72.6,79.8,63.3,81.3,5,
1,36376,00-0036376,NFL,BIA083057,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ls6xqzbvxs8pwkhwjwph,Tyler Biadasz,Tyler Biadasz,C,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,RES,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Wisconsin,-,-,,,,,-,-,-,-,,,75,316,10.000,79.875,32.250,67.6,64.7,64.2,75.6,92,
1,36379,00-0036379,NFL,ANA166115,https://static.www.nfl.com/image/private/{formatInstructions}/league/t9ur7k9cqwiq3opgu3mp,Bradlee Anae,Bradlee Anae,DE,New York Jets,NYJ,3430,3430,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#115740,AFC,Utah,-,-,,,,,4.93,1.68,7.44,31.0,115,25,75,260,10.125,78.125,32.125,66.5,55.5,75.9,65.3,11,
1,36384,00-0036384,NFL,DIN696076,https://static.www.nfl.com/image/private/{formatInstructions}/league/o1gjqpevru8k8d98y2qn,Ben DiNucci,Ben DiNucci,QB,Atlanta Falcons,ATL,200,200,1400,DEN,Broncos,DEV,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#A71930,NFC,James Madison,-,-,,,,,-,-,-,-,,,75,209,-,,-,-,-,-,-,3,
1,36386,00-0036386,NFL,THO025763,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yuy9qansfewdhoxsi9fq,Andrew Thomas,Andrew Thomas,OT,New York Giants,NYG,3410,3410,3410,NYG,Giants,RES,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Georgia,-,-,,,,,5.22,1.83,7.58,30.5,109,21,77,315,10.250,83.5,36.125,84.2,71.2,89.5,84.5,74,
1,36388,00-0036388,NFL,MCK548765,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vvjc67dqz3mjghgkdr8v,Xavier McKinney,Xavier McKinney,SAF,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Alabama,-,-,,,,,4.63,1.66,-,36.0,122,19,72,201,8.625,75.5,30.875,79.8,61.6,87.4,74.3,82,
1,36392,00-0036392,NFL,PEA634229,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zcjwk9shhxnhv8vwjej7,Matt Peart,Matt Peart,OT,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,RES,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Connecticut,-,-,,,,,5.06,1.75,8.01,30.0,113,26,79,318,9.500,86.5,36.625,74.7,79.6,68.5,85.8,66,
1,36394,00-0036394,NFL,HOL519082,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pubbkwys2ishkc7i2ljb,Darnay Holmes,Darnay Holmes,CB,Las Vegas Raiders,LV,2520,2520,2520,LV,Raiders,ACT,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,UCLA,-,-,,,,,4.48,1.53,-,-,,12,70,198,9.250,69.75,29.500,73.0,79.4,67.4,64.1,83,
1,36397,00-0036397,NFL,LEM289885,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tib2sr0owg8wvtuvu8z7,Shane Lemieux,Shane Lemieux,G,Seattle Seahawks,SEA,4600,4600,4600,SEA,Seahawks,DEV,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#002244,NFC,Oregon,-,-,,,,,5.11,1.83,8.13,25.5,107,,76,310,9.500,77,32.250,66.2,59.2,66.7,72.0,25,
1,36400,00-0036400,NFL,BRO287602,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mghokahv3kzopupvgiwa,Cam Brown,Cam Brown,MLB,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Penn State,-,-,,,,,4.72,1.63,-,35.5,123,16,77,233,9.500,78.875,34.000,65.7,70.9,63.5,88.2,60,
1,36402,00-0036402,NFL,COU057248,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dqszbolhovpnjot6ik96,Carter Coughlin,Carter Coughlin,MLB,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Minnesota,-,-,,,,,4.57,1.54,-,36.0,126,,75,245,9.500,76.875,31.375,68.0,84.4,60.0,75.1,56,
1,36404,00-0036404,NFL,BRU784749,,T.J. Brunson,T.J. Brunson,ILB,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,N.Y. Giants,New York Giants,,,,,#0B2265,NFC,South Carolina,-,-,,,,,-,-,-,-,,,73,230,-,,-,-,-,-,-,5,
1,36448,00-0036448,NFL,ALA456204,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tf80dmb1inreek7ijguw,Isaac Alarcon,Isaac Alarcon,OT,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,DEV,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,,-,-,,,,,-,-,-,-,,,79,320,-,,-,-,-,-,-,0,
1,36449,00-0036449,NFL,PLA745295,https://static.www.nfl.com/image/private/{formatInstructions}/league/r0zkomi6wrpbnn0pbzpm,Sandro Platzgummer,Sandro Platzgummer,RB,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,N.Y. Giants,New York Giants,,,,,#0B2265,NFC,,-,-,,,,,-,-,-,-,,,72,198,-,,-,-,-,-,-,0,
1,36458,00-0036458,NFL,NIS764137,,Hunter Niswander,Hunter Niswander,P,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Northwestern,-,-,,,,,-,-,-,-,,,77,243,-,,-,-,-,-,-,8,
1,23500,00-0023500,NFL,GOR411171,https://static.www.nfl.com/image/private/{formatInstructions}/league/lxxkhd2suyalrbruzut7,Frank Gore,Frank Gore,RB,San Francisco 49ers,SF,4500,4500,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#AA0000,NFC,Miami,4.58,-,6.91,34,109,,4.58,-,-,-,,,69,212,9.375,,31.000,72.3,69.0,65.0,72.0,241,
1,25565,00-0025565,NFL,FOL378021,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qcfiv2cc7ky37yq9iklp,Nick Folk,Nick Folk,K,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Arizona,-,-,,,,,4.95,-,-,-,,,73,222,9.125,,30.875,-,-,-,-,258,
1,26158,00-0026158,NFL,FLA009602,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vbqptn8emdlbeaz1kvmx,Joe Flacco,Joe Flacco,QB,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Delaware,-,-,,,,,4.84,1.71,6.82,28.5,110,,78,245,9.625,,33.125,76.5,71.4,76.4,86.3,209,
1,26293,00-0026293,NFL,SLA420538,https://static.www.nfl.com/image/private/{formatInstructions}/league/cs1ojdzhxjuanbw6vflv,Matt Slater,Matt Slater,WR,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,UCLA,-,-,,,,,-,-,-,-,,,72,205,-,,-,-,-,-,-,239,
1,26625,00-0026625,NFL,HOY440791,https://static.www.nfl.com/image/private/{formatInstructions}/league/japt3mj2xctm7saqndxn,Brian Hoyer,Brian Hoyer,QB,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,Michigan State,-,-,,,,,5.05,1.73,7.10,32.0,109,,74,215,9.500,,32.000,62.5,57.5,54.1,69.3,79,
1,27010,00-0027010,NFL,CHU126772,https://static.www.nfl.com/image/private/{formatInstructions}/league/a47ekoy2j1fb1jd3qqo4,Patrick Chung,Patrick Chung,SS,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Oregon,-,-,,,,,4.49,1.56,-,34.0,119,25,71,215,9.000,,31.500,81.9,70.0,88.2,76.3,153,
1,27136,00-0027136,NFL,MCC600480,https://static.www.nfl.com/image/private/{formatInstructions}/league/myk5ccdezt1lhjc8szbm,Jason McCourty,Jason McCourty,CB,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Rutgers,-,-,,,,,-,-,-,-,,,71,195,-,,-,-,-,-,-,173,
1,27150,00-0027150,NFL,EDE425791,https://static.www.nfl.com/image/private/{formatInstructions}/league/u0hbuo2bsvtlg7lnxm43,Julian Edelman,Julian Edelman,WR,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Kent State,-,-,,,,,-,-,-,-,,,70,200,-,,-,-,-,-,-,137,
1,27647,00-0027647,NFL,MCC600258,https://static.www.nfl.com/image/private/{formatInstructions}/league/ykgtrwxckxvxdvadgqjf,Devin McCourty,Devin McCourty,FS,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Rutgers,-,-,,,,,4.38,1.60,6.70,36.0,126,16,70,195,9.000,,32.000,84.3,83.2,77.0,65.6,205,
1,27939,00-0027939,NFL,NEW693984,https://static.www.nfl.com/image/private/{formatInstructions}/league/zwmgw2gmnn2kch4nquft,Cam Newton,Cam Newton,QB,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Auburn,-,-,,,,,4.56,1.60,6.92,35.0,126,,77,245,9.875,81.5,33.750,93.2,90.4,97.2,89.2,148,
1,28076,00-0028076,NFL,CAN637002,https://static.www.nfl.com/image/private/{formatInstructions}/league/rwce2yi6lcykdletcuvk,Marcus Cannon,Marcus Cannon,OT,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,TCU,-,-,,,,,5.26,1.86,8.07,30.5,105,33,78,335,9.125,81.375,34.000,69.4,77.6,59.5,82.0,124,
1,28171,00-0028171,NFL,GUY230716,https://static.www.nfl.com/image/private/{formatInstructions}/league/jyc3hf6lyt5js3b7oon8,Lawrence Guy,Lawrence Guy,DT,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Arizona State,-,-,,,,,4.96,1.84,7.60,29.0,,28,76,315,10.750,78.625,32.750,63.2,67.4,61.1,75.4,181,
1,29239,00-0029239,NFL,BOL167697,https://static.www.nfl.com/image/private/{formatInstructions}/league/kqqwz35z9brhkzbs4bcn,Brandon Bolden,Brandon Bolden,RB,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,Mississippi,-,-,,,,,4.66,1.63,6.96,38.0,119,21,71,220,10.000,76.875,32.250,64.2,65.5,59.1,77.7,164,
1,29530,00-0029530,NFL,BET201235,https://static.www.nfl.com/image/private/{formatInstructions}/league/ctqpivwrs2u9gwrohbce,Justin Bethel,Justin Bethel,CB,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Presbyterian College,-,-,,,,,4.52,1.60,6.79,39.5,131,19,72,200,9.750,76.625,32.375,64.1,67.2,58.2,79.5,193,
1,29542,00-0029542,NFL,GIL801084,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rzqv9harev8c0excxzfz,Stephon Gilmore,Stephon Gilmore,CB,Minnesota Vikings,MIN,3000,3000,,,,NOR,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#4F2683,NFC,South Carolina,-,-,,,,,4.38,1.52,6.61,36.0,123,15,72,202,9.250,73.5,31.000,91.7,83.6,99.0,73.4,180,
1,29669,00-0029669,NFL,HIG766208,https://static.www.nfl.com/image/private/{formatInstructions}/league/ye8raazdvcmtv19wpmvo,Dont'a Hightower,Dont'a Hightower,OLB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Alabama,-,-,,,,,4.62,1.66,-,32.0,,,75,260,9.750,78.5,32.625,82.7,73.5,81.4,89.0,117,
1,29685,00-0029685,NFL,VAN749202,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iey1sirxc8ggdt5yeunm,Greg Van Roten,Greg Van Roten,G,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Penn,-,-,,,,,-,-,-,-,,,76,295,-,,-,-,-,-,-,144,
1,29764,00-0029764,NFL,DAV247918,https://static.www.nfl.com/image/private/{formatInstructions}/league/pdijtrs1tnltal8g6cmx,Cody Davis,Cody Davis,FS,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Texas Tech,-,-,,,,,-,-,-,-,,,74,203,-,,-,-,-,-,-,144,
1,30010,00-0030010,NFL,COP276485,https://static.www.nfl.com/image/private/{formatInstructions}/league/xp2g7lnnvmlmchbccpp0,Brandon Copeland,Brandon Copeland,OLB,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,Penn,-,-,,,,,-,-,-,-,,,75,263,-,,-,-,-,-,-,85,
1,30108,00-0030108,NFL,GRI293499,https://static.www.nfl.com/image/private/{formatInstructions}/league/izjfxtmk2dhzhrlwpt9g,Ryan Griffin,Ryan Griffin,TE,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Connecticut,-,-,,,,,-,-,-,-,,,78,255,-,,-,-,-,-,-,134,
1,30161,00-0030161,NFL,MCD722675,https://static.www.nfl.com/image/private/{formatInstructions}/league/y0wvutgow5rcldezmrsz,Bradley McDougald,Bradley McDougald,S,Jacksonville Jaguars,JAX,2250,2250,,,,NOR,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Kansas,-,-,,,,,4.74,1.72,7.07,34.5,122,19,73,209,9.125,77.625,32.500,60.9,51.0,70.8,80.7,108,
1,30288,00-0030288,NFL,BUR268979,https://static.www.nfl.com/image/private/{formatInstructions}/league/ysgdnkasvp07qmrkasve,Rex Burkhead,Rex Burkhead,RB,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Nebraska,-,-,,,,,4.73,1.63,6.85,39.0,125,21,70,215,9.750,74.5,30.875,64.1,55.2,68.5,73.3,115,
1,30402,00-0030402,NFL,SPE410844,https://static.www.nfl.com/image/private/{formatInstructions}/league/psegy2ft4lr56hkwtzhk,Akeem Spence,Akeem Spence,DT,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Illinois,-,-,,,,,5.15,1.74,7.82,30.0,107,37,73,307,10.000,80.625,33.500,72.6,73.1,66.2,69.3,117,
1,30442,00-0030442,NFL,SIM369947,https://static.www.nfl.com/image/private/{formatInstructions}/league/cuhrkuo2cirudn1etvmz,John Simon,John Simon,DE,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Ohio State,-,-,,,,,4.62,-,-,-,,,74,260,9.500,79.125,33.250,65.6,65.9,60.6,64.2,100,
1,30706,00-0030706,NFL,AND691210,https://static.www.nfl.com/image/private/{formatInstructions}/league/i9szgu5xg9rirj93tx83,Josh Andrews,Josh Andrews,G,New Orleans Saints,NO,3300,3300,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#000000,NFC,Oregon State,-,-,,,,,-,-,-,-,,,74,298,-,,-,-,-,-,-,48,
1,31039,00-0031039,NFL,FER026916,https://static.www.nfl.com/image/private/{formatInstructions}/league/m0pbykgz2kfnrpjfj8sa,James Ferentz,James Ferentz,C,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Iowa,-,-,,,,,-,-,-,-,,,74,300,-,,-,-,-,-,-,61,
1,31062,00-0031062,NFL,WHI242257,https://static.www.nfl.com/image/private/{formatInstructions}/league/z1nnkmnstccnqya5d5ee,James White,James White,RB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Wisconsin,-,-,,,,,4.57,1.60,7.05,32.0,114,23,70,205,8.250,69.625,29.250,66.1,60.7,71.2,66.9,95,
1,31089,00-0031089,NFL,ALL062169,https://static.www.nfl.com/image/private/{formatInstructions}/league/gilqarxtfvut1ewrqd6p,Beau Allen,Beau Allen,NT,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Wisconsin,-,-,,,,,-,-,-,-,,,75,327,-,,-,-,-,-,-,90,
1,31188,00-0031188,NFL,JAC000002,https://static.www.nfl.com/image/private/{formatInstructions}/league/iiqrj9r99pvydfz8hahp,Bennett Jackson,Bennett Jackson,DB,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,Notre Dame,-,-,,,,,4.51,1.60,6.75,38.0,128,13,72,192,9.250,75.875,31.375,71.0,75.0,68.5,75.0,10,
1,31296,00-0031296,NFL,MOS361252,https://static.www.nfl.com/image/private/{formatInstructions}/league/cjje7blxkubjmrbtbp27,C.J. Mosley,C.J. Mosley,ILB,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Alabama,4.65,-,,,,,4.65,-,7.30,35.0,118,,74,250,10.750,79.375,33.375,80.5,64.9,86.3,77.9,133,
1,31337,00-0031337,NFL,MAR675292,https://static.www.nfl.com/image/private/{formatInstructions}/league/hm5fql9uhtvjadws52fn,Marcus Martin,Marcus Martin,C,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,USC,-,-,,,,,5.38,-,-,-,,23,75,330,10.000,82.375,34.000,72.9,66.0,69.2,81.6,29,
1,31338,00-0031338,NFL,BRO172431,https://static.www.nfl.com/image/private/{formatInstructions}/league/o21l87qgeibe1alrmzym,Terrence Brooks,Terrence Brooks,SS,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Florida State,-,-,,,,,4.42,1.54,7.35,38.0,119,10,71,205,9.000,75,31.000,68.9,72.2,64.3,68.4,105,
1,31339,00-0031339,NFL,MON117004,https://static.www.nfl.com/image/private/{formatInstructions}/league/iippulnxfyjgrlj2p5qw,Donte Moncrief,Donte Moncrief,WR,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Mississippi,-,-,,,,,4.40,1.54,7.02,39.5,132,13,74,216,9.125,77.875,32.375,78.5,87.1,68.6,81.1,83,
1,31385,00-0031385,NFL,CAS762935,https://static.www.nfl.com/image/private/{formatInstructions}/league/o1xsgvktadq3bgsts9o0,Sergio Castillo,Sergio Castillo,K,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,West Texas State,-,-,,,,,-,-,-,-,,,71,195,-,,-,-,-,-,-,6,
1,31404,00-0031404,NFL,PHI113173,https://static.www.nfl.com/image/private/{formatInstructions}/league/bfbt4o1jp3ttsm18v0ur,Adrian Phillips,Adrian Phillips,FS,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Texas,-,-,,,,,-,-,-,-,,,71,210,-,,-,-,-,-,-,131,
1,31431,00-0031431,NFL,LEE466282,https://static.www.nfl.com/image/private/{formatInstructions}/league/drsesqqzwhkilsx51j4i,Marqise Lee,Marqise Lee,WR,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,USC,-,-,,,,,4.52,1.59,-,38.0,127,,72,196,9.500,77.625,31.750,82.1,69.2,82.3,73.9,59,
